,V1,V2,V3,V4,V5,V6,V7
2d39debfb8cce5bca2555024f1e8af3b,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,NA
2d4248b73f992bc240b29fe896793f87,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,NA
2d4fc7f6f2c867475ddae9a3d85a3745,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,NA
2d591dceab36f5132d718136f63f1323,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,NA
2d64beee86c64d796b57f570940d14db,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Sneathia,NA
2d7e108ed368256a0e8281ce34e6440a,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Akkermansia,NA
2d9aefe892e73304410a32c8b5e166bd,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,hominis
2daab62c83c2d1412797cd02914ddddb,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,NA
2dac239179844220080e45bcd4302f70,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,pyruviciproducens
2dad471c34c08502da853a8eccf83ebb,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,NA
2db7d14017654e243e4ee8775b833850,Bacteria,NA,NA,NA,NA,NA,NA
2dc426ef59d313554e453e65799e3d0c,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,NA
2ddd7db6920d9d37f9400d07559cc470,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,NA
2e1929b4eae0356f0b4478a32b6fb897,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Dietziaceae,Dietzia,NA
2e1c845f3225b1666019a69aab3945c3,NA,NA,NA,NA,NA,NA,NA
2e33f2f785619d9d945fc626a4984356,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Gardnerella,NA
2e3ae61a738c75f2d319c79842aeedfd,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Sneathia,NA
2e48334018ec88db48db5524623a978a,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,NA
2e4c41875f1c80c871d67501990726f4,Bacteria,NA,NA,NA,NA,NA,NA
2e8fd5fdf4f7ea5620cc252eb7c0f5ab,NA,NA,NA,NA,NA,NA,NA
2e973ac9ccae41ea7b808d170d3383b0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,NA
2e9beb97933c0bc2af4f4759cb3c0754,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA,NA
2e9fced17038f8775236e334733e109d,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,NA
2ebc1dcf9f94012958514b44fef9073d,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,helveticus
2ec665b00e47838c2e88d04dd938494c,NA,NA,NA,NA,NA,NA,NA
2edc2e2d1403f3717075565985dcdbe1,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,NA
2f13ef13a44fbd67aa4847915bf630d8,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,NA
2f1c4d21716b8817ba7a94794ad4972f,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Gardnerella,NA
2f1effe0e844fe6e3a1128a358759b6e,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,NA,NA
2f484a5b5e2572a3488f6993b5058846,Bacteria,Firmicutes,Bacilli,NA,NA,NA,NA
2f657bdee496f973aef37e79e7bef78d,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerostipes,NA
2f6afb09787fd4c7c3d4d7a2f93e486f,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Sneathia,NA
2f7667ccec0fbf890cf316f70a4251d9,Bacteria,NA,NA,NA,NA,NA,NA
2f7de1f32703430ae26454345d726511,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Coprococcus,NA
2f8bd7d0b8af1003f8419d754b221415,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Oscillibacter,NA
2f8c67c395185f0f1cbc42e6d0eda88f,NA,NA,NA,NA,NA,NA,NA
2fb24fa91ca67a6788b774ebfb20a8b7,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,uniformis
2fc204ddd71faa49d6042aaa640232b5,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,genitalium
2fd24e210b90069f613b36bf90138f72,NA,NA,NA,NA,NA,NA,NA
2fd5191d4aeaefbf145aa9f52a6c68a8,NA,NA,NA,NA,NA,NA,NA
2fe0a849d95bee61ef3d69cb6c89bb4b,Bacteria,NA,NA,NA,NA,NA,NA
3039677a11fcefcc51c335d9106b679f,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Gardnerella,NA
3048e3e91fb043164bed4035350f9d15,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,NA
306054a71f08b950015cf280db91133a,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA,NA
306362565a3e596f393669eaa5bb2da5,Bacteria,NA,NA,NA,NA,NA,NA
307e321ec53c19b1adbbcd93b7215da0,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA,NA
30a08c95e74f3c67fb7e9fefb493888e,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,jeikeium
30a171f2be033f5afeeeef8e20a38272,Bacteria,NA,NA,NA,NA,NA,NA
30ace4004e3e1e2e8e61145584f631f8,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,broomeae/elkanii/erythrophlei/ferriligni/group/icense/japonicum/jicamae/lablabi/pachyrhizi/paxllaeri/retamae/valentinum
30ba0df272ad383372084df7b30f2bb2,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella,montpellierensis
30c22f91db063c9e3f3a6e53b21fbcec,Bacteria,Firmicutes,Clostridia,Clostridiales,NA,NA,NA
30ccae11a7b49df11a6b311fe3542027,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,NA,NA
30ebcf7c13f31c2cdc492be6180435e3,Bacteria,NA,NA,NA,NA,NA,NA
30f4834cc5d72aec8e05a91babc4b1ea,Bacteria,Firmicutes,Bacilli,Lactobacillales,NA,NA,NA
30f6fa56908eb17026cd77244339731a,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Sneathia,NA
310039072690f343433f99f73afadb9b,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Sneathia,NA
31130b94ed3f085f6c94c6e6e722cfb3,NA,NA,NA,NA,NA,NA,NA
3155fdaf90687e25c06b2783be320e9c,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,Sutterella,wadsworthensis
319868218accf0f0ce42914ab274653b,Bacteria,NA,NA,NA,NA,NA,NA
31a9de87aa2e3e86142b92fe4098c696,Bacteria,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Atopobium,NA
31bd4816d12b8e6f91c77ffccd78a42b,Bacteria,NA,NA,NA,NA,NA,NA
31ebdc0a90a853df639638e3168ba7d7,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,NA
31ec853346162b3587d0a5e0e668f4f9,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Sneathia,NA
321c7b5737c0c0659e428f5715af39f7,Bacteria,NA,NA,NA,NA,NA,NA
3224bd77eacc89231012ae3dad7bb3ef,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA,NA
3229f4275e9d23e11d62e38d6c8f6a1c,Bacteria,NA,NA,NA,NA,NA,NA
3230a8acc857a3ff594d1504d8f68bfc,Bacteria,NA,NA,NA,NA,NA,NA
32399a950e40540b67908ea1e60f9379,Bacteria,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Atopobium,NA
32545f19906650787d2b4cf4311e57a7,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Syntrophococcus,NA
327058562c5b3cdb464e114e9f1731b9,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Dialister,NA
3292b37ea6e069e6cd7b009ccb14f072,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,NA,NA
32a71464735c562008c71de82f82ad63,Bacteria,NA,NA,NA,NA,NA,NA
32c22cdcad5fd00156ab716de5e8da17,NA,NA,NA,NA,NA,NA,NA
32dbf805abe9c11401ee1d4f223eaf62,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA,NA
330bd04e9052134d8359196258b9508c,NA,NA,NA,NA,NA,NA,NA
3318319514e72be8026805a597b64af6,Bacteria,NA,NA,NA,NA,NA,NA
333f3c58d06085036313c0795f4781c7,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,NA
334424609f2685557719a741f0f3a95f,Bacteria,Candidatus_Saccharibacteria,NA,NA,NA,NA,NA
3369691f9ebabb0bd9e0e1296d01f847,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,NA
33bcdb4bc5094bc0bca46c185741dae9,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,NA
33d525449e0377135254331755a25acf,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,haemolyticus
33d9ef23281a2642f78c61deaf093ef7,Bacteria,NA,NA,NA,NA,NA,NA
33f965bcf86868e5913e3e6798d1e5f0,Bacteria,Firmicutes,Clostridia,Clostridiales,NA,NA,NA
343d0b4716b90a1a77fe868058356adc,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,NA
34475a6e3c182e2cebc55236ec1ea2b1,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Gardnerella,NA
34508bcddb1a5133e157fcf6ad75fa88,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,NA
3452fb399d60d2bbd6e385edc1b0e535,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,NA
345473faa002145b107fbbb78c617cb0,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Coprococcus,NA
347e2389fb1831bddaf8836f19d94538,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,NA
34814817b7b4336c7e3440773fc968bc,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,mitis/oralis/pneumoniae
34d8fb49411f8d49af6371fa9c83dc39,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Megasphaera,NA
34f7e97f12e9a82362a623c73e5d2472,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Mesorhizobium,loti
34fdad90bab38e624c3d523ea33de024,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,NA
352008024c2494b6ee0ddf996dd6b509,NA,NA,NA,NA,NA,NA,NA
352477fc7a77252bb72ae76d31a42583,Bacteria,Firmicutes,Clostridia,Clostridiales,NA,NA,NA
3538b803d09cab6a1eedbefc5c940f76,Bacteria,NA,NA,NA,NA,NA,NA
354ddaa590e2ad5084ecfdc62b7d73ed,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Gardnerella,NA
3557b3c6e08401539ceac98b572ce6e7,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,Clostridium_sensu_stricto,perfringens/thermophilus
356299c010b5cd62734f30cff415cce5,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,NA
356dafdd54fffeeea525db9b6628a990,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,NA
358454ed8dd727d66ba88355593d7909,Bacteria,Firmicutes,Bacilli,Lactobacillales,NA,NA,NA
3592f09df86cfeabd05e657e16dd82a1,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Peptostreptococcus,NA
35932aca09fea7ffdf72f1a7085e0646,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Sneathia,NA
3598b3837e246662565384071d52f32b,Bacteria,NA,NA,NA,NA,NA,NA
359f1ee85fe4030673474cc25bdf1e86,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Dialister,NA
35b54016006776719aec4a2aa071dfce,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,NA
360ead67c3708174c04e47dc0a01dfe7,Bacteria,NA,NA,NA,NA,NA,NA
361f6e7720f1327eab0c90dc60d57557,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,prausnitzii
36308e597b5765e1310c49916e815b91,Bacteria,Firmicutes,Clostridia,Clostridiales,NA,NA,NA
3635b91023a7f24e67b61dd65ff21e79,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_Incertae_Sedis_XI,Parvimonas,NA
363fe044bf5059d42847b6abe3dd283e,NA,NA,NA,NA,NA,NA,NA
36429812138e03cab6eb6cce3b95bd18,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,NA
365e589a20a10979cf7c51b79a139b74,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella,dispar
365f7bc623a1c4f63b078ee8d86068c2,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Gemmiger,NA
3664f60e86e9bc64cb20a9e8aa1f9189,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Barnesiella,NA
366f74bbf9cb5460a76f5ddce208821d,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,maltophilia
368ff923ccb9a4c3c94c1b4faa1acf02,Bacteria,NA,NA,NA,NA,NA,NA
36db229767794b52988f1fd204fb9425,Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,NA,NA
36eb54fb6c272f40ec4f476048cae2fb,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium_XlVa,NA
36f2eee6e71134202b0a82f22c221ff6,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,reuteri
372c83db1429992c6e009cb0152617ff,NA,NA,NA,NA,NA,NA,NA
373c9d943e976acf2b58bfd394d46938,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,NA
373e2c66fde5199e6e6bedf5cc15b18d,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,NA,NA
375db10d1087532641c2d79f6fbf5ead,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,NA
376d0d9b8b927dd4768355e64c48a9a5,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillales_Incertae_Sedis_XI,Gemella,NA
379ec148081a6902ad5291587dbeeec0,NA,NA,NA,NA,NA,NA,NA
37a60a789f59b22cf51c1623bd3b49fe,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_Incertae_Sedis_XI,Anaerococcus,octavius
37a63ae3efb5ab860535602d7cfacfdb,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,fornicalis/jensenii
37b20c14b20b052b17a354d6f77dd6f0,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Arcanobacterium,NA
37c9f6459917a1a393ad35d4f0c3eb6e,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Acidaminococcaceae,Phascolarctobacterium,succinatutens
37df0e2c5991cb985269fbbbab2a3dcd,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,NA
37ed110f0576df47ba615bbba3d44734,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Sneathia,NA
37fd46eb3c77f9e74bbca49e23ec1ee5,Bacteria,NA,NA,NA,NA,NA,NA
382d4797a8580c19cd1f797243fb6124,Archaea,NA,NA,NA,NA,NA,NA
383c0c4a4e7aa61ed8035c782023a483,Bacteria,NA,NA,NA,NA,NA,NA
38654ddc7dfd2ee7fc25de31f9f15cf6,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Megasphaera,NA
38795fd9bab6ef3824e5392dbcd81859,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,Streptophyta,NA,NA
3881540bbffe6c66956598416786a0ce,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Gardnerella,NA
388f24043f3ca7afdd19dd55887c1cf8,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Saccharofermentans,NA
389f249057497964ffa1cc73fdf95583,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Dialister,NA
38a039383e184437567ceb7209cb1980,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA,NA
38c1fe9aa059598f6b31c25cf242dc3c,Bacteria,NA,NA,NA,NA,NA,NA
3915a98dffe4c519233aacec30571765,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptoniphilaceae,Peptoniphilus,NA
391c7b40d5ad89b9a6e4b150472b288d,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,NA
392a84554d443c946eb2302e2b647ad2,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae_1,Peptococcus,NA
394f39ac1aedb53aec65670436ca77bd,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,NA,NA
398be534a9daf5f448bb6c01b0c9f23f,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,NA
398fff70adde89cb15bd39ee3d6fe9d1,Bacteria,NA,NA,NA,NA,NA,NA
399932e9e0c6340874513f58aaa78b33,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Saccharofermentans,NA
39cab27e455831ee1437d36a39fbdb97,Bacteria,NA,NA,NA,NA,NA,NA
3a0ffa28ca985e54011ebd96f28cbd59,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,NA
3a17d26e56dc6b499c9c016507a48193,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,leguminosarum/nepotum/radiobacter
3a1a9731e6750afbb89f8c0777c88b2c,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Gardnerella,NA
3a1b36bc964ad6a131397b4f937058d8,Bacteria,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,NA,NA
3a307781f663f5c905872a1d1988c623,Bacteria,NA,NA,NA,NA,NA,NA
3a32315ea585018e223555cf46471a82,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,NA
3a4c4420450e10342e60d73d70e14a88,Bacteria,NA,NA,NA,NA,NA,NA
3a57950f035ad1fea07beac90ef636b8,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,NA
3a7b2fc6ee22dfd6e28f43fbe288c39d,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,NA
3aadee5031aeb10b4ab8bb271dc487ab,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Sneathia,NA
3ac6d7d1e34c9c8b390823e7aea77484,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Dialister,NA
3adad44f9e59454568d973d1ed4e06a7,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,NA
3ae06dc8fa474d865c22273d7f907b44,NA,NA,NA,NA,NA,NA,NA
3b462087de416d99b0bc3d9bcd051227,Bacteria,NA,NA,NA,NA,NA,NA
3b488e43426b01c0ccc886d64894a02e,Bacteria,Firmicutes,Clostridia,Clostridiales,NA,NA,NA
3b58eee8c40c24d36c95b31fd76d61d9,NA,NA,NA,NA,NA,NA,NA
3b74eb52c75b2b691d8eea896b1dc9c6,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Gardnerella,NA
3ba24f5b26d9bfaf152c1e69005f8e22,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ercella,NA
3baee9e6ecad310624ea6130935ee5ad,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,NA,NA
3bcd455ca502bcddb7f6945594365753,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,NA,NA
3c20bf5713059752d17139be20c950cb,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,NA
3c2da7a043f6811d25f7270f97e16cc9,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Barnesiella,NA
3c4c8088e4f776b57174017a91bf754e,Bacteria,NA,NA,NA,NA,NA,NA
3c66d1ce745e502dd0d016c5c307cec2,NA,NA,NA,NA,NA,NA,NA
3c7377bbae6d2bcf6a3eb6812913ef54,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,NA
3c73afc1671778d22ac7648b35b53f1f,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,nordii
3c79198ca45d2c9a5e12bcbb21674b77,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,NA
3c81b2126a864b7e57280cb8d8d21c09,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,NA
3c8652f9809f21b4c1b0bf98f6f7a642,Bacteria,Firmicutes,Bacilli,Lactobacillales,NA,NA,NA
3ca6cc8d1a2035e8158dab7d27dca2ef,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,odontolyticus
3cb01a964710c20804f3ef3c1c98681c,NA,NA,NA,NA,NA,NA,NA
3cd826eeb1a1e15d2500d3851c17b46c,NA,NA,NA,NA,NA,NA,NA
3cde6eb62eecc0ca5ba30986633409c2,Bacteria,NA,NA,NA,NA,NA,NA
3ce5dc4412059077c5ed939fbda76102,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillales_Incertae_Sedis_XI,Gemella,NA
3cf70b52226b2aa48283d55530a9be11,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,NA,NA
3d020ab6f6d8254e4dc8f20e3e23742b,Bacteria,NA,NA,NA,NA,NA,NA
3d048663967b24cad56a057aa64f9b03,Bacteria,Firmicutes,Clostridia,Clostridiales,NA,NA,NA
3d0a9c6b33a8d508c49cbd96f4666c92,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Gardnerella,NA
3d214d032cdd8295a6d0863fedacbbfe,Bacteria,NA,NA,NA,NA,NA,NA
3d35449a58e8eeb1b91b5080c6bbe194,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillales_Incertae_Sedis_XI,Gemella,NA
3d37e43d5e7626f3ad57f01fcecf5b8c,NA,NA,NA,NA,NA,NA,NA
3d41b564b37f736ba4e10fa8cffc8fe2,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Clostridium_IV,NA
3d59bc2bfbf06a0d024271e40e030e30,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,NA
3da9ac9270c6fae2bc8f8a4da5657be3,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,glacialis
3dacfa2e5ddc3beec7701e69d5d664ba,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,Parasutterella,NA
3db0560f21482d8f05e239a03e07f73b,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,NA
3db3d9e0ed0b1f6f01d18d600f5549f4,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae_1,Bacillus,NA
3dc56f5eab1b42ee63120562eb473bbc,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_Incertae_Sedis_XI,Finegoldia,NA
3dc61a36a5226af1a25f69d35775e59d,Bacteria,Firmicutes,Clostridia,Clostridiales,NA,NA,NA
3df51ac4450d487efe4d52c403915cd3,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,NA
3df91567c235bcb4df913671d846f294,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,NA
3dfc559b5b6c0841006d0c2ca343ad0c,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,NA
3e01526424c231646e0d234fd8b89c2a,Bacteria,NA,NA,NA,NA,NA,NA
3e257f18d8c281cb7e9cf1286b62f653,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Gemmiger,formicilis
3e376389f6a86ef8bb3994cbff43a3e9,Bacteria,NA,NA,NA,NA,NA,NA
3e58c716fce3388e085393aa62d92373,Bacteria,NA,NA,NA,NA,NA,NA
3e64c78ce732acd467e68a95a6704a3f,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae_1,Peptococcus,NA
3e70177b98509b0c5c1cc1b0890fed2a,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,NA
3e8fd0d5c7c3f09b87a3cfe3cd799512,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_Incertae_Sedis_XI,Anaerococcus,NA
3ea71f335f646bc8ec511c3a08df1b37,NA,NA,NA,NA,NA,NA,NA
3eaaf0e3d703ad371bad48549d74767e,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Megasphaera,NA
3ebf34713adbab8c1534c8715ccfd78f,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,NA
3ec6b4339f81fbb522b629ec8dc6bf73,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Gardnerella,NA
3ee6ca173cacc333887d2c6fd08059be,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,flava/meningitidis/perflava/sicca
3ef999826e1ab249c63bd08ef8c93a0d,Bacteria,Firmicutes,Clostridia,Clostridiales,NA,NA,NA
